 0  98.95  0.62  1  1 10.38
 0  69.02  0.57  0  0  0.27
 1  89.33  0.27  1  1  0.22
 0  92.95  0.86  1  0  0.26
 0  87.33  0.46  0  1  0.25
 1  87.33  1.11  0  0  0.29
 0  95.31  1.16  1  1  0.26
 0  89.33  1.30  1  0  0.48
 0  67.05  0.86  0  1  0.29
 1  78.06  0.21  1  0  0.27
 1  98.95  0.62  0  1  0.21
 1  77.47  0.61  0  0  0.55
 1  77.47  0.61  1  0  0.20
 0  61.05  0.62  0  1  0.35
 1  95.31  1.16  0  0  0.58
 1  73.90  0.86  1  0  6.30
 1  99.70  0.84  0  1  6.25
 0  92.56  0.33  0  1  0.70
 0  82.58  0.40  0  1  0.27
 1  98.95  0.95  0  0  0.55
 1  86.10  0.86  0  0  0.38
 0  99.70  0.73  1  1  0.53
 1  73.90  0.71  1  0  0.26
 0  92.95  0.71  1  0  0.58
 0  89.33  0.27  0  1  0.53
 1  92.56  0.33  1  0  0.90
 0  70.67  0.27  0  1  0.68
 1  77.42  1.17  0  0  0.71
 1  92.95  0.86  0  0  0.47
 1  82.53  0.61  0  0  0.49
 1  92.95  0.71  0  1  1.58
 0  81.94  1.37  1  0  1.18
 0  61.05  0.95  0  1  1.28
 1  86.10  0.71  0  0  1.01
 1  73.90  0.71  0  1  0.97
 1  85.75  0.23  1  0  0.99
 1  82.58  1.17  0  1  1.06
 1  77.42  0.40  1  0  1.99
 1  90.98  0.57  0  0  1.76
 1  74.25  1.34  0  1  0.78
 1  82.58  0.40  1  1  0.88
 0  87.33  1.11  1  0  1.16
 0  78.06  1.37  1  1  1.23
 1  62.54  0.51  1  0  0.97
 0  95.31  0.42  0  1  0.39
 0  64.69  1.16  0  1  0.24
 0  98.95  0.62  1  0  0.25
 0  72.67  1.11  1  1  0.61
 0  64.69  0.42  0  0  0.25
 0  97.46  1.06  1  0  0.35
 0  99.70  0.84  1  0  0.47
 1  72.67  0.46  1  1  0.39
 1  62.54  1.06  1  1  0.35
 1  72.67  1.11  0  0  0.31
 0  67.44  1.24  0  0  0.34
 0  60.30  0.73  0  0  0.26
 0  69.02  1.00  0  0  0.28
 1  70.67  0.27  1  0  0.27
 0  81.94  0.21  0  1  0.39
 1  64.69  0.42  1  0  0.46
 0  85.75  1.34  1  1  0.30
 1  69.02  0.57  1  1  0.30
 0  67.44  0.33  0  1  0.29
 1  81.94  1.37  0  0  0.28
 0  95.31  0.42  1  0  0.26
 1  77.47  0.96  0  0  0.35
 0  72.67  0.46  0  0  0.27
 0  82.53  0.96  1  0  0.33
 0  98.95  0.95  1  1  0.27
 1  60.30  0.84  1  0  0.24
 0  90.98  1.00  1  1  0.33
 0  90.98  0.57  1  1  0.24
 1  82.53  0.61  1  0  0.69
 0  77.42  1.17  1  1  0.34
 1  67.05  0.86  1  0  0.62
 0  78.06  1.37  1  0  2.57
 0  69.02  0.57  0  1  0.50
 0  97.46  0.51  0  0  0.32
 1  81.94  1.37  0  0  0.11
 1  73.90  0.71  1  1  0.26
 0  99.70  0.73  1  1  0.35
 0  67.05  0.86  0  0  0.20
 1  69.02  0.57  1  0  0.22
 1  77.47  0.61  1  1  0.29
 0  67.05  0.71  0  1  0.32
 1  85.75  1.34  0  0  2.31
 0  92.56  0.33  0  1  0.90
 0  64.69  1.16  0  1  0.95
 0  77.42  0.40  0  0  1.90
 1  62.54  1.06  1  1  3.61
 1  77.47  0.96  0  1  0.08
 0  82.53  0.96  1  1  2.48
 1  86.10  0.86  0  0  0.67
 0  74.25  0.23  0  1  0.30
 1  89.33  1.30  0  1  1.32
 1  67.05  0.86  1  1  0.67
 1  78.06  1.37  0  0  4.58
 1  98.95  0.62  0  1  0.48
 0  86.10  0.71  1  1  0.38
 0  95.31  0.42  0  0 24.42
 1  82.53  0.96  0  1  3.27
 0  61.05  0.62  0  1  2.38
 1  74.25  1.34  0  0  1.96
 0  62.54  1.06  0  1  1.90
 0  92.95  0.86  1  0  2.26
 1  87.33  1.11  0  1  2.38
 0  89.33  0.27  0  1  2.24
 0  67.44  1.24  1  1  1.91
 0  67.44  1.24  0  0  1.84
 1  90.98  0.57  0  0  1.85
 1  82.58  0.40  1  0  2.14
 0  78.06  0.21  0  0  2.27
 0  70.67  0.27  0  0  4.23
 1  77.47  0.61  0  1  2.04
 1  67.05  0.71  1  1  1.87
 1  89.33  0.27  1  0 10.89
 1  82.58  1.17  0  0  2.12
 1  73.90  0.71  0  0  1.70
 1  82.53  0.61  0  0  2.10
 1  64.69  0.42  1  1  1.52
 0  74.25  1.34  1  1  6.17
 1  82.53  0.61  1  0  1.63
 1  90.98  1.00  0  0  1.66
 1  77.42  1.17  0  1  2.71
 1  87.33  0.46  1  1  2.07
 0  97.46  0.51  1  0  1.72
 0  72.67  1.11  1  1  1.45
 0  69.02  1.00  0  1  1.63
 0  85.75  0.23  0  0  1.69
 0  99.70  0.84  1  0  1.61
 0  89.33  1.30  1  0  1.49
 0  92.56  1.24  1  0  1.60
 1  61.05  0.95  1  1  1.75
 0  97.46  1.06  1  1  1.66
 0  60.30  0.84  0  0  1.72
 0  85.75  1.34  1  0  1.34
 0  72.67  0.46  0  1  1.51
 0  77.47  0.96  1  0  1.46
 1  85.75  0.23  1  1  1.36
 0  98.95  0.95  1  0  1.30
 0  87.33  1.11  1  0  1.40
 1  98.95  0.95  0  1  1.35
 0  82.58  0.40  0  0  1.97
 1  67.44  0.33  1  0  1.26
 0  90.98  0.57  1  1  2.22
 1  61.05  0.62  1  1  1.78
 1  77.42  0.40  1  0  1.60
 1  99.70  0.84  0  0  1.40
 1  92.56  1.24  0  0  1.33
 0  92.95  0.71  1  0  3.24
 0  77.42  1.17  1  0  3.74
 0  81.94  0.21  0  0  1.86
 1  72.67  1.11  0  1  1.50
 1  92.95  0.71  0  0  1.43
 0  95.31  0.42  1  0  2.20
 0  98.95  0.62  1  1  1.73
 1  69.02  1.00  1  1  1.49
 1  60.30  0.73  1  0  1.42
 1  70.67  0.27  1  0  1.33
 0  81.94  1.37  1  1  1.60
 0  90.98  1.00  1  0  1.16
 1  92.56  0.33  1  1  1.09
 1  60.30  0.84  1  1  4.19
 1  78.06  0.21  1  0  1.88
 0  61.05  0.95  0  1  1.63
 1  72.67  0.46  1  0  1.25
 1  74.25  0.23  1  1  5.96
 0  62.54  0.51  0  0  1.43
 1  81.94  0.21  1  0  1.72
 1  73.90  0.86  1  1  4.31
 0  95.31  1.16  1  0  1.67
 0  82.58  1.17  1  0  1.83
 1  86.10  0.71  0  1  1.40
 1  95.31  1.16  0  1  2.26
 0  70.67  1.30  1  0  2.55
 1  64.69  1.16  1  1  1.67
 1  97.46  1.06  0  0  0.44
 0  70.67  1.30  0  1  0.68
 1  62.54  0.51  1  1  0.47
 0  60.30  0.73  0  0  0.32
 1  92.95  0.86  0  0  0.38
 0  87.33  0.46  0  1  1.54
 1  73.90  0.86  0  0  1.20
 0  86.10  0.86  1  1  1.01
 0  67.44  0.33  0  1  0.08
 1  99.70  0.73  0  0  1.00
 0  64.69  0.42  0  1  0.86
 1  92.56  0.33  1  1  1.09
 0  69.02  0.57  0  1  0.13
 1  78.06  1.37  0  1  0.09
 0  69.02  1.00  0  0  0.00
 1  97.46  1.06  0  0  0.18
 0  64.69  1.16  0  1  1.01
 0  87.33  1.11  1  0  1.04
 1  92.95  0.86  0  1  0.84
 1  73.90  0.71  1  1  0.01
 1  82.58  1.17  0  0  1.04
 0  95.31  1.16  1  0  0.19
 1  85.75  0.23  1  0  0.24
 1  95.31  1.16  0  1  0.10
 1  82.53  0.61  1  1  0.23
 0  67.44  1.24  1  1  0.11
 0  82.58  0.40  0  0  0.10
 1  92.95  0.71  0  0  0.16
 0  62.54  0.51  0  1  0.12
 0  60.30  0.73  0  1  0.03
 0  70.67  0.27  0  0  0.09
 0  67.05  0.71  0  0  0.10
 0  61.05  0.95  0  1  0.05
 1  81.94  0.21  1  0  0.01
 0  72.67  0.46  0  0  0.09
 0  70.67  1.30  0  1  0.28
 1  87.33  0.46  1  0  0.25
 0  92.95  0.71  1  1  0.37
 0  89.33  0.27  0  0  0.13
 0  81.94  1.37  1  0  0.39
 1  82.53  0.96  0  1  0.84
 1  82.53  0.61  0  0  1.62
 0  62.54  1.06  0  0  1.58
 0  81.94  0.21  0  1  0.01
 1  70.67  0.27  1  0  0.12
 1  60.30  0.73  1  0  3.07
 1  81.94  1.37  0  1  0.27
 1  77.42  1.17  0  0  0.36
 0  82.53  0.96  1  1  0.31
 1  98.95  0.95  0  1  0.28
 0  87.33  0.46  0  1  0.29
 0  92.56  1.24  1  0  0.34
 1  73.90  0.71  0  0  0.22
 0  98.95  0.95  1  1  0.17
 1  87.33  1.11  0  0  0.12
 1  74.25  1.34  0  1  1.20
 0  99.70  0.73  1  0  1.20
 1  77.47  0.61  0  1  1.10
 1  86.10  0.71  0  0  1.10
 0  64.69  0.42  0  1  1.06
 1  99.70  0.84  0  0  0.73
 0  97.46  0.51  1  1  0.41
 1  73.90  0.86  0  1  0.21
 0  60.30  0.84  0  1  0.21
 0  70.67  1.30  1  0  0.09
 1  69.02  0.57  1  0  0.24
 0  72.67  1.11  1  0  0.19
 0  77.47  0.96  1  0  0.16
 1  77.47  0.61  1  1  0.17
 1  62.54  1.06  1  1  0.17
 1  82.58  0.40  1  0  0.25
 0  85.75  1.34  1  1  0.29
 0  82.58  1.17  1  0  0.28
 1  85.75  1.34  0  1  0.54
 0  92.95  0.86  1  0  0.22
 1  77.42  0.40  1  0  0.61
 0  74.25  1.34  1  0  0.38
 1  73.90  0.86  1  1  0.21
 0  99.70  0.84  1  0  0.28
 0  86.10  0.71  1  1  0.28
 1  90.98  1.00  0  0  0.61
 1  67.44  0.33  1  1  0.38
 1  98.95  0.62  0  0  0.24
 0  86.10  0.86  1  1  0.47
 1  78.06  0.21  1  0  0.46
 1  67.05  0.71  1  1  0.40
 1  77.47  0.96  0  1  0.42
 0  92.56  0.33  0  0  0.30
 0  97.46  1.06  1  0  0.27
 0  78.06  0.21  0  1  0.19
 0  61.05  0.62  0  0  0.27
 1  62.54  0.51  1  0  0.57
 0  77.42  0.40  0  1  0.22
 0  97.46  0.51  0  0  0.30
 1  72.67  1.11  0  0  0.33
 0  90.98  1.00  1  1  0.21
 0  77.42  1.17  1  0  0.31
 0  98.95  0.62  1  0  0.54
 1  60.30  0.84  1  0  0.14
 0  95.31  0.42  1  1  0.04
 0  85.75  0.23  0  0  0.27
 1  74.25  0.23  1  0  0.27
 0  78.06  1.37  1  1  0.23
 1  72.67  0.46  1  0  0.19
 1  90.98  0.57  0  1  0.18
 1  89.33  1.30  0  1  0.36
 0  90.98  0.57  1  1  0.31
 0  67.05  0.86  0  0  0.28
 0  74.25  0.23  0  0  0.30
 1  61.05  0.62  1  0  0.13
 1  89.33  0.27  1  1  0.34
 0  67.44  1.24  0  1  0.30
 1  64.69  0.42  1  0  0.36
 1  61.05  0.95  1  1  0.25
 1  99.70  0.73  0  1  0.41
 1  64.69  1.16  1  0  0.24
 0  95.31  0.42  0  1  0.24
 1  67.05  0.86  1  0  0.36
 1  92.56  1.24  0  1  0.21
 0  67.44  0.33  0  1  0.47
 0  89.33  1.30  1  0  0.43
 1  69.02  1.00  1  0  0.26
 1  86.10  0.86  0  1  0.42
 0  90.98  1.00  1  1  0.64
 0  74.25  1.34  1  0  0.26
 0  89.33  0.27  0  1  0.24
 0  92.95  0.86  1  0  0.23
 1  72.67  1.11  0  1  0.16
 1  92.95  0.86  0  1  0.30
 1  77.47  0.96  0  0  0.30
 0  86.10  0.86  1  1  0.38
 1  89.33  0.27  1  1  0.29
 0  92.95  0.71  1  0  0.30
 1  61.05  0.62  1  1  0.29
 0  61.05  0.95  0  0  0.26
 1  77.42  0.40  1  0  0.23
 1  77.42  1.17  0  1  0.08
 0  97.46  1.06  1  1  0.18
 1  86.10  0.86  0  0  0.21
 1  72.67  0.46  1  1  0.23
 0  95.31  0.42  1  1  0.24
 1  85.75  0.23  1  0  0.17
 0  67.05  0.86  0  0  0.84
 0  99.70  0.73  1  1  0.05
 1  73.90  0.86  1  0  0.70
 1  87.33  0.46  1  1  0.28
 0  62.54  1.06  0  0  0.32
 1  92.56  1.24  0  1  0.15
 0  98.95  0.62  1  1  0.11
 1  98.95  0.95  0  1  0.01
 0  69.02  0.57  0  1  0.09
 0  85.75  0.23  0  0  0.10
 0  97.46  0.51  0  0  0.09
 0  77.42  1.17  1  0  0.08
 1  77.47  0.61  0  0  0.08
 1  82.58  0.40  1  1  0.11
 0  74.25  0.23  0  1  0.12
 1  61.05  0.95  1  0  0.01
 1  74.25  1.34  0  1  0.14
 0  67.44  1.24  1  1  0.15
 1  67.05  0.86  1  0  0.26
 1  73.90  0.86  0  1  0.28
 1  85.75  1.34  0  1  0.25
 0  64.69  1.16  0  1  0.26
 1  90.98  1.00  0  0  0.28
 1  77.47  0.61  1  1  0.25
 1  64.69  1.16  1  1  0.27
 0  70.67  1.30  1  1  0.26
 0  77.42  0.40  0  0  0.20
 0  62.54  0.51  0  0  0.19
 0  60.30  0.84  0  0  0.30
 0  77.47  0.96  1  0  0.21
 0  89.33  1.30  1  0  0.28
 1  78.06  0.21  1  0  0.24
 0  70.67  0.27  0  1  0.29
 1  67.05  0.71  1  0  0.19
 1  82.53  0.61  1  1  0.19
 1  78.06  1.37  0  1  0.22
 0  97.46  0.51  1  1  0.29
 1  99.70  0.84  0  0  0.30
 0  67.05  0.71  0  1  0.21
 0  99.70  0.84  1  0  0.21
 0  81.94  1.37  1  0  0.29
 1  70.67  0.27  1  0  0.32
 1  99.70  0.73  0  1  0.57
 0  86.10  0.71  1  1  0.25
 0  72.67  0.46  0  0  0.22
 0  85.75  1.34  1  0  0.18
 0  67.44  1.24  0  0  0.38
 1  90.98  0.57  0  0  0.24
 0  87.33  0.46  0  1  0.27
 1  92.95  0.71  0  0  0.25
 0  61.05  0.62  0  1  0.31
 1  87.33  1.11  0  0  0.31
 1  62.54  1.06  1  1  0.48
 0  69.02  1.00  0  1  0.29
 0  70.67  1.30  0  0  0.25
 1  69.02  1.00  1  0  0.22
 1  98.95  0.62  0  1  0.22
 1  62.54  0.51  1  1  0.26
 1  95.31  1.16  0  1  0.24
 0  87.33  1.11  1  1  0.24
 1  67.44  0.33  1  0  0.08
 0  78.06  1.37  1  0  0.64
 1  69.02  0.57  1  0  0.28
 0  60.30  0.73  0  1  0.29
 0  81.94  0.21  0  0  0.20
 0  95.31  0.42  0  0  0.30
 0  64.69  0.42  0  0  0.27
 1  89.33  1.30  0  0  0.31
 0  92.56  0.33  0  1  0.29
 1  81.94  0.21  1  0  0.29
 0  95.31  1.16  1  1  0.29
 1  73.90  0.71  0  0  0.27
 0  82.58  1.17  1  1  0.28
 0  98.95  0.95  1  0  0.60
 1  82.58  1.17  0  0  0.44
 0  72.67  1.11  1  1  0.38
 1  82.53  0.61  0  0  0.26
 1  74.25  0.23  1  1  0.27
 0  78.06  0.21  0  1  0.28
 1  81.94  1.37  0  0  0.21
 1  64.69  0.42  1  1  0.24
 0  82.58  0.40  0  1  0.28
 0  92.56  1.24  1  0  0.54
 1  73.90  0.71  1  0  0.50
 0  67.44  0.33  0  0  0.45
 0  82.53  0.96  1  0  0.24
 1  92.56  0.33  1  0  0.19
 1  60.30  0.73  1  1  0.24
 0  90.98  0.57  1  1  0.23
 1  86.10  0.71  0  0  0.22
 1  97.46  1.06  0  1  0.14
 1  60.30  0.84  1  1  0.31
 1  82.53  0.96  0  1  0.41
