,Unnamed: 0,cnd,sub,cue,block,level_4,p,nll,bic,model,best_model
8629,8629,cjii2,62,0,2,0,75.37030443207323,36.507821317709116,87.17113924930351,nll_gcc_eq_3,nll_unix_0
8630,8630,cjii2,62,0,2,1,99.99839676330019,36.507821317709116,87.17113924930351,nll_gcc_eq_3,nll_unix_0
8631,8631,cjii2,62,0,2,2,46.76060205773543,36.507821317709116,87.17113924930351,nll_gcc_eq_3,nll_unix_0
8632,8632,cjii2,62,0,3,0,40.46537164050528,44.38549683864315,98.20799141987648,nll_unix_0,nll_uniy_1
8633,8633,cjii2,62,0,3,1,49.99748401547322,44.38549683864315,98.20799141987648,nll_unix_0,nll_uniy_1
8634,8634,cjii2,62,0,3,0,58.336325352815955,44.73026378955173,98.89752532169365,nll_unix_1,nll_uniy_1
8635,8635,cjii2,62,0,3,1,49.98593741564157,44.73026378955173,98.89752532169365,nll_unix_1,nll_uniy_1
8636,8636,cjii2,62,0,3,0,40.384901300430926,48.08555840205156,105.6081145466933,nll_uniy_0,nll_uniy_1
8637,8637,cjii2,62,0,3,1,49.999825424273176,48.08555840205156,105.6081145466933,nll_uniy_0,nll_uniy_1
8638,8638,cjii2,62,0,3,0,59.80436025851129,41.06697992274078,91.57095758807176,nll_uniy_1,nll_uniy_1
8639,8639,cjii2,62,0,3,1,49.998064591577894,41.06697992274078,91.57095758807176,nll_uniy_1,nll_uniy_1
8640,8640,cjii2,62,0,3,0,-0.9999921089254514,44.730518883245374,103.61653438037605,nll_glc_0,nll_uniy_1
8641,8641,cjii2,62,0,3,1,59.5322449719384,44.730518883245374,103.61653438037605,nll_glc_0,nll_uniy_1
8642,8642,cjii2,62,0,3,2,49.99722040481966,44.730518883245374,103.61653438037605,nll_glc_0,nll_uniy_1
8643,8643,cjii2,62,0,3,0,-0.13333049704650413,41.03424484430947,96.22398630250422,nll_glc_1,nll_uniy_1
8644,8644,cjii2,62,0,3,1,-52.48211992120508,41.03424484430947,96.22398630250422,nll_glc_1,nll_uniy_1
8645,8645,cjii2,62,0,3,2,49.9994612658029,41.03424484430947,96.22398630250422,nll_glc_1,nll_uniy_1
8646,8646,cjii2,62,0,3,0,56.86021290452962,44.448417274701825,103.05233116328895,nll_gcc_eq_0,nll_uniy_1
8647,8647,cjii2,62,0,3,1,99.76829385156627,44.448417274701825,103.05233116328895,nll_gcc_eq_0,nll_uniy_1
8648,8648,cjii2,62,0,3,2,49.981644326876314,44.448417274701825,103.05233116328895,nll_gcc_eq_0,nll_uniy_1
8649,8649,cjii2,62,0,3,0,56.8490775854218,44.44470115260661,103.04489891909849,nll_gcc_eq_1,nll_uniy_1
8650,8650,cjii2,62,0,3,1,99.86530047333453,44.44470115260661,103.04489891909849,nll_gcc_eq_1,nll_uniy_1
8651,8651,cjii2,62,0,3,2,49.996271831028004,44.44470115260661,103.04489891909849,nll_gcc_eq_1,nll_uniy_1
8652,8652,cjii2,62,0,3,0,44.9062187193995,45.21845583960517,104.59240829309563,nll_gcc_eq_2,nll_uniy_1
8653,8653,cjii2,62,0,3,1,99.9492337179537,45.21845583960517,104.59240829309563,nll_gcc_eq_2,nll_uniy_1
8654,8654,cjii2,62,0,3,2,49.985997366883545,45.21845583960517,104.59240829309563,nll_gcc_eq_2,nll_uniy_1
8655,8655,cjii2,62,0,3,0,56.26166493093571,44.44401711695938,103.04353084780405,nll_gcc_eq_3,nll_uniy_1
8656,8656,cjii2,62,0,3,1,99.79669196961859,44.44401711695938,103.04353084780405,nll_gcc_eq_3,nll_uniy_1
8657,8657,cjii2,62,0,3,2,49.997126613836635,44.44401711695938,103.04353084780405,nll_gcc_eq_3,nll_uniy_1
8658,8658,cjii2,62,0,4,0,57.47106602909393,35.37742025869457,80.19183825997932,nll_unix_0,nll_unix_0
8659,8659,cjii2,62,0,4,1,49.999494457275674,35.37742025869457,80.19183825997932,nll_unix_0,nll_unix_0
8660,8660,cjii2,62,0,4,0,43.29093517373054,54.30509809821904,118.04719393902826,nll_unix_1,nll_unix_0
8661,8661,cjii2,62,0,4,1,49.995774396550466,54.30509809821904,118.04719393902826,nll_unix_1,nll_unix_0
8662,8662,cjii2,62,0,4,0,58.04517556571364,48.175225890597225,105.78744952378466,nll_uniy_0,nll_unix_0
8663,8663,cjii2,62,0,4,1,49.993611779450724,48.175225890597225,105.78744952378466,nll_uniy_0,nll_unix_0
8664,8664,cjii2,62,0,4,0,41.34393700520461,41.335245555043024,92.10748885267624,nll_uniy_1,nll_unix_0
8665,8665,cjii2,62,0,4,1,49.99681788132659,41.335245555043024,92.10748885267624,nll_uniy_1,nll_unix_0
8666,8666,cjii2,62,0,4,0,0.9999979233442629,35.38428609009981,84.92406879408489,nll_glc_0,nll_unix_0
8667,8667,cjii2,62,0,4,1,-57.418496959315576,35.38428609009981,84.92406879408489,nll_glc_0,nll_unix_0
8668,8668,cjii2,62,0,4,2,49.9978643421175,35.38428609009981,84.92406879408489,nll_glc_0,nll_unix_0
8669,8669,cjii2,62,0,4,0,-0.9403422489538256,34.85396526395486,83.863427141795,nll_glc_1,nll_unix_0
8670,8670,cjii2,62,0,4,1,37.866832217420495,34.85396526395486,83.863427141795,nll_glc_1,nll_unix_0
8671,8671,cjii2,62,0,4,2,49.940486496897876,34.85396526395486,83.863427141795,nll_glc_1,nll_unix_0
8672,8672,cjii2,62,0,4,0,73.18727455378199,37.94130727120079,90.03811115628687,nll_gcc_eq_0,nll_unix_0
8673,8673,cjii2,62,0,4,1,99.99034364914878,37.94130727120079,90.03811115628687,nll_gcc_eq_0,nll_unix_0
8674,8674,cjii2,62,0,4,2,49.9887207552475,37.94130727120079,90.03811115628687,nll_gcc_eq_0,nll_unix_0
8675,8675,cjii2,62,0,4,0,72.87050964734806,37.94077098789413,90.03703858967356,nll_gcc_eq_1,nll_unix_0
8676,8676,cjii2,62,0,4,1,99.99665984755966,37.94077098789413,90.03703858967356,nll_gcc_eq_1,nll_unix_0
8677,8677,cjii2,62,0,4,2,49.982776492512066,37.94077098789413,90.03703858967356,nll_gcc_eq_1,nll_unix_0
8678,8678,cjii2,62,0,4,0,0.04278263536560445,50.544334059987925,115.24416473386113,nll_gcc_eq_2,nll_unix_0
8679,8679,cjii2,62,0,4,1,74.91388206774094,50.544334059987925,115.24416473386113,nll_gcc_eq_2,nll_unix_0
8680,8680,cjii2,62,0,4,2,49.999628273608046,50.544334059987925,115.24416473386113,nll_gcc_eq_2,nll_unix_0
8681,8681,cjii2,62,0,4,0,73.03884475678775,37.94412780823362,90.04375223035251,nll_gcc_eq_3,nll_unix_0
8682,8682,cjii2,62,0,4,1,99.97950113542144,37.94412780823362,90.04375223035251,nll_gcc_eq_3,nll_unix_0
8683,8683,cjii2,62,0,4,2,49.87875878715681,37.94412780823362,90.04375223035251,nll_gcc_eq_3,nll_unix_0
8684,8684,cjii2,62,0,5,0,59.51059643656443,40.76679836285544,90.97059446830109,nll_unix_0,nll_unix_0
8685,8685,cjii2,62,0,5,1,49.99259960693479,40.76679836285544,90.97059446830109,nll_unix_0,nll_unix_0
8686,8686,cjii2,62,0,5,0,40.44325036757853,48.321586309989,106.08017036256821,nll_unix_1,nll_unix_0
8687,8687,cjii2,62,0,5,1,49.998684844277754,48.321586309989,106.08017036256821,nll_unix_1,nll_unix_0
8688,8688,cjii2,62,0,5,0,59.02618534640264,46.921563781221025,103.28012530503223,nll_uniy_0,nll_unix_0
8689,8689,cjii2,62,0,5,1,49.99927184459518,46.921563781221025,103.28012530503223,nll_uniy_0,nll_unix_0
8690,8690,cjii2,62,0,5,0,39.8645696247639,42.23126543935394,93.89952862129809,nll_uniy_1,nll_unix_0
8691,8691,cjii2,62,0,5,1,49.999514255178184,42.23126543935394,93.89952862129809,nll_uniy_1,nll_unix_0
8692,8692,cjii2,62,0,5,0,0.9999905417532632,40.77852220245696,95.71254101879921,nll_glc_0,nll_unix_0
8693,8693,cjii2,62,0,5,1,-60.0573902964886,40.77852220245696,95.71254101879921,nll_glc_0,nll_unix_0
8694,8694,cjii2,62,0,5,2,49.97243518127506,40.77852220245696,95.71254101879921,nll_glc_0,nll_unix_0
8695,8695,cjii2,62,0,5,0,-0.8737612818777759,40.154127598842955,94.46375181157116,nll_glc_1,nll_unix_0
8696,8696,cjii2,62,0,5,1,29.457657651502718,40.154127598842955,94.46375181157116,nll_glc_1,nll_unix_0
8697,8697,cjii2,62,0,5,2,49.9993299124614,40.154127598842955,94.46375181157116,nll_glc_1,nll_unix_0
8698,8698,cjii2,62,0,5,0,79.24336917774603,40.615621666254356,95.386739946394,nll_gcc_eq_0,nll_unix_0
8699,8699,cjii2,62,0,5,1,99.9656545538775,40.615621666254356,95.386739946394,nll_gcc_eq_0,nll_unix_0
8700,8700,cjii2,62,0,5,2,49.954919287720564,40.615621666254356,95.386739946394,nll_gcc_eq_0,nll_unix_0
8701,8701,cjii2,62,0,5,0,79.37231768513422,40.61443690992827,95.38437043374182,nll_gcc_eq_1,nll_unix_0
8702,8702,cjii2,62,0,5,1,99.89353910675608,40.61443690992827,95.38437043374182,nll_gcc_eq_1,nll_unix_0
8703,8703,cjii2,62,0,5,2,49.993697964821564,40.61443690992827,95.38437043374182,nll_gcc_eq_1,nll_unix_0
8704,8704,cjii2,62,0,5,0,0.5935333368428815,46.455575801003654,107.0666482158926,nll_gcc_eq_2,nll_unix_0
8705,8705,cjii2,62,0,5,1,82.07999624593603,46.455575801003654,107.0666482158926,nll_gcc_eq_2,nll_unix_0
8706,8706,cjii2,62,0,5,2,49.99725823359582,46.455575801003654,107.0666482158926,nll_gcc_eq_2,nll_unix_0
8707,8707,cjii2,62,0,5,0,79.11249687544004,40.613483661027296,95.38246393593988,nll_gcc_eq_3,nll_unix_0
8708,8708,cjii2,62,0,5,1,99.9780277051382,40.613483661027296,95.38246393593988,nll_gcc_eq_3,nll_unix_0
8709,8709,cjii2,62,0,5,2,49.98067086942967,40.613483661027296,95.38246393593988,nll_gcc_eq_3,nll_unix_0
8710,8710,cjii2,62,1,1,0,54.57701326012,48.03711612656565,105.5112299957215,nll_unix_0,nll_uniy_1
8711,8711,cjii2,62,1,1,1,49.99935007088923,48.03711612656565,105.5112299957215,nll_unix_0,nll_uniy_1
8712,8712,cjii2,62,1,1,0,45.38355489914425,42.039430086198266,93.51585791498673,nll_unix_1,nll_uniy_1
8713,8713,cjii2,62,1,1,1,49.99997624082794,42.039430086198266,93.51585791498673,nll_unix_1,nll_uniy_1
8714,8714,cjii2,62,1,1,0,54.30869711050023,54.637843513186134,118.71268476896245,nll_uniy_0,nll_uniy_1
8715,8715,cjii2,62,1,1,1,49.999171745419815,54.637843513186134,118.71268476896245,nll_uniy_0,nll_uniy_1
8716,8716,cjii2,62,1,1,0,44.16989255131665,35.41592073428461,80.26883921115942,nll_uniy_1,nll_uniy_1
8717,8717,cjii2,62,1,1,1,49.989827962446356,35.41592073428461,80.26883921115942,nll_uniy_1,nll_uniy_1
8718,8718,cjii2,62,1,1,0,-0.9999998777230288,42.04903363365118,98.25356388118765,nll_glc_0,nll_uniy_1
8719,8719,cjii2,62,1,1,1,45.77206427548812,42.04903363365118,98.25356388118765,nll_glc_0,nll_uniy_1
8720,8720,cjii2,62,1,1,2,49.98337866483911,42.04903363365118,98.25356388118765,nll_glc_0,nll_uniy_1
8721,8721,cjii2,62,1,1,0,0.2867062612846023,34.9996710519345,84.15483871775427,nll_glc_1,nll_uniy_1
8722,8722,cjii2,62,1,1,1,-56.491907160399826,34.9996710519345,84.15483871775427,nll_glc_1,nll_uniy_1
8723,8723,cjii2,62,1,1,2,49.97954610595706,34.9996710519345,84.15483871775427,nll_glc_1,nll_uniy_1
8724,8724,cjii2,62,1,1,0,73.06590927671368,49.38399278832708,112.92348219053943,nll_gcc_eq_0,nll_uniy_1
8725,8725,cjii2,62,1,1,1,99.8586899839788,49.38399278832708,112.92348219053943,nll_gcc_eq_0,nll_uniy_1
8726,8726,cjii2,62,1,1,2,49.97413574490504,49.38399278832708,112.92348219053943,nll_gcc_eq_0,nll_uniy_1
8727,8727,cjii2,62,1,1,0,73.65576997537016,49.38079769815182,112.91709201018892,nll_gcc_eq_1,nll_uniy_1
8728,8728,cjii2,62,1,1,1,99.87552022292357,49.38079769815182,112.91709201018892,nll_gcc_eq_1,nll_uniy_1
8729,8729,cjii2,62,1,1,2,49.983380524948814,49.38079769815182,112.91709201018892,nll_gcc_eq_1,nll_uniy_1
8730,8730,cjii2,62,1,1,0,31.6281012869183,45.40878562319927,104.97306786028379,nll_gcc_eq_2,nll_uniy_1
8731,8731,cjii2,62,1,1,1,99.9551551146623,45.40878562319927,104.97306786028379,nll_gcc_eq_2,nll_uniy_1
8732,8732,cjii2,62,1,1,2,49.99378341600708,45.40878562319927,104.97306786028379,nll_gcc_eq_2,nll_uniy_1
8733,8733,cjii2,62,1,1,0,73.49185794332195,49.37725609640204,112.91000880668938,nll_gcc_eq_3,nll_uniy_1
8734,8734,cjii2,62,1,1,1,99.85709287568415,49.37725609640204,112.91000880668938,nll_gcc_eq_3,nll_uniy_1
8735,8735,cjii2,62,1,1,2,49.99802121096901,49.37725609640204,112.91000880668938,nll_gcc_eq_3,nll_uniy_1
8736,8736,cjii2,62,1,2,0,59.21704260623769,51.116583729274815,111.6701652011398,nll_unix_0,nll_unix_1
8737,8737,cjii2,62,1,2,1,49.99811889624361,51.116583729274815,111.6701652011398,nll_unix_0,nll_unix_1
8738,8738,cjii2,62,1,2,0,39.413703853283856,37.948864795124095,85.33472733283837,nll_unix_1,nll_unix_1
8739,8739,cjii2,62,1,2,1,49.993998732659314,37.948864795124095,85.33472733283837,nll_unix_1,nll_unix_1
8740,8740,cjii2,62,1,2,0,60.200204284831294,41.56400579129577,92.56500932518172,nll_uniy_0,nll_unix_1
8741,8741,cjii2,62,1,2,1,49.99788851731455,41.56400579129577,92.56500932518172,nll_uniy_0,nll_unix_1
8742,8742,cjii2,62,1,2,0,39.17372865583413,47.32762020836912,104.09223815932845,nll_uniy_1,nll_unix_1
8743,8743,cjii2,62,1,2,1,49.99718939877768,47.32762020836912,104.09223815932845,nll_uniy_1,nll_unix_1
8744,8744,cjii2,62,1,2,0,-0.9206156775595912,37.41139242665531,88.97828146719591,nll_glc_0,nll_unix_1
8745,8745,cjii2,62,1,2,1,16.29061905879471,37.41139242665531,88.97828146719591,nll_glc_0,nll_unix_1
8746,8746,cjii2,62,1,2,2,49.98867355379343,37.41139242665531,88.97828146719591,nll_glc_0,nll_unix_1
8747,8747,cjii2,62,1,2,0,0.9999990748224468,37.952318301871536,90.06013321762836,nll_glc_1,nll_unix_1
8748,8748,cjii2,62,1,2,1,-39.84983248990663,37.952318301871536,90.06013321762836,nll_glc_1,nll_unix_1
8749,8749,cjii2,62,1,2,2,49.99063915717622,37.952318301871536,90.06013321762836,nll_glc_1,nll_unix_1
8750,8750,cjii2,62,1,2,0,99.97334072778948,43.938174641764896,102.03184589741508,nll_gcc_eq_0,nll_unix_1
8751,8751,cjii2,62,1,2,1,76.56329182680551,43.938174641764896,102.03184589741508,nll_gcc_eq_0,nll_unix_1
8752,8752,cjii2,62,1,2,2,49.99577964078701,43.938174641764896,102.03184589741508,nll_gcc_eq_0,nll_unix_1
8753,8753,cjii2,62,1,2,0,99.99540875095572,43.93749939083996,102.03049539556521,nll_gcc_eq_1,nll_unix_1
8754,8754,cjii2,62,1,2,1,75.95542574879403,43.93749939083996,102.03049539556521,nll_gcc_eq_1,nll_unix_1
8755,8755,cjii2,62,1,2,2,49.99576184949222,43.93749939083996,102.03049539556521,nll_gcc_eq_1,nll_unix_1
8756,8756,cjii2,62,1,2,0,20.377271329272684,37.950119941969426,90.05573649782413,nll_gcc_eq_2,nll_unix_1
8757,8757,cjii2,62,1,2,1,99.98709451422128,37.950119941969426,90.05573649782413,nll_gcc_eq_2,nll_unix_1
8758,8758,cjii2,62,1,2,2,49.92377544288144,37.950119941969426,90.05573649782413,nll_gcc_eq_2,nll_unix_1
8759,8759,cjii2,62,1,2,0,99.99792800686892,43.93709695579483,102.02969052547493,nll_gcc_eq_3,nll_unix_1
8760,8760,cjii2,62,1,2,1,75.91647874190922,43.93709695579483,102.02969052547493,nll_gcc_eq_3,nll_unix_1
8761,8761,cjii2,62,1,2,2,49.998468681714655,43.93709695579483,102.02969052547493,nll_gcc_eq_3,nll_unix_1
8762,8762,cjii2,62,1,3,0,48.435852364989366,47.526931602664874,104.49086094791993,nll_unix_0,nll_uniy_1
8763,8763,cjii2,62,1,3,1,49.984788485584964,47.526931602664874,104.49086094791993,nll_unix_0,nll_uniy_1
8764,8764,cjii2,62,1,3,0,51.356321930370534,42.823658714566356,95.08431517172292,nll_unix_1,nll_uniy_1
8765,8765,cjii2,62,1,3,1,49.999389924498225,42.823658714566356,95.08431517172292,nll_unix_1,nll_uniy_1
8766,8766,cjii2,62,1,3,0,46.57302470780419,49.489845881776155,108.41668950614252,nll_uniy_0,nll_uniy_1
8767,8767,cjii2,62,1,3,1,49.99595821100147,49.489845881776155,108.41668950614252,nll_uniy_0,nll_uniy_1
8768,8768,cjii2,62,1,3,0,52.70948615411263,40.77378061755067,90.98455897769152,nll_uniy_1,nll_uniy_1
8769,8769,cjii2,62,1,3,1,49.99904156222917,40.77378061755067,90.98455897769152,nll_uniy_1,nll_uniy_1
8770,8770,cjii2,62,1,3,0,-0.9999975584463591,42.84422585308467,99.84394832005465,nll_glc_0,nll_uniy_1
8771,8771,cjii2,62,1,3,1,50.621486225631465,42.84422585308467,99.84394832005465,nll_glc_0,nll_uniy_1
8772,8772,cjii2,62,1,3,2,49.96061501062717,42.84422585308467,99.84394832005465,nll_glc_0,nll_uniy_1
8773,8773,cjii2,62,1,3,0,0.4670271715663734,40.235619869329184,94.62673635254365,nll_glc_1,nll_uniy_1
8774,8774,cjii2,62,1,3,1,-70.13637073815188,40.235619869329184,94.62673635254365,nll_glc_1,nll_uniy_1
8775,8775,cjii2,62,1,3,2,49.99216518204538,40.235619869329184,94.62673635254365,nll_glc_1,nll_uniy_1
8776,8776,cjii2,62,1,3,0,65.35546455438543,47.45978256319395,109.07506174027318,nll_gcc_eq_0,nll_uniy_1
8777,8777,cjii2,62,1,3,1,99.83747597444487,47.45978256319395,109.07506174027318,nll_gcc_eq_0,nll_uniy_1
8778,8778,cjii2,62,1,3,2,49.99786291461497,47.45978256319395,109.07506174027318,nll_gcc_eq_0,nll_uniy_1
8779,8779,cjii2,62,1,3,0,65.9574876051025,47.46055892485919,109.07661446360365,nll_gcc_eq_1,nll_uniy_1
8780,8780,cjii2,62,1,3,1,99.91627044345027,47.46055892485919,109.07661446360365,nll_gcc_eq_1,nll_uniy_1
8781,8781,cjii2,62,1,3,2,49.993294960881684,47.46055892485919,109.07661446360365,nll_gcc_eq_1,nll_uniy_1
8782,8782,cjii2,62,1,3,0,37.15122341398964,43.70273035804418,101.56095732997365,nll_gcc_eq_2,nll_uniy_1
8783,8783,cjii2,62,1,3,1,99.90732189209349,43.70273035804418,101.56095732997365,nll_gcc_eq_2,nll_uniy_1
8784,8784,cjii2,62,1,3,2,49.998946663206226,43.70273035804418,101.56095732997365,nll_gcc_eq_2,nll_uniy_1
8785,8785,cjii2,62,1,3,0,66.29509168953014,47.46696349385989,109.08942360160508,nll_gcc_eq_3,nll_uniy_1
8786,8786,cjii2,62,1,3,1,99.41750438757916,47.46696349385989,109.08942360160508,nll_gcc_eq_3,nll_uniy_1
8787,8787,cjii2,62,1,3,2,49.99264556686781,47.46696349385989,109.08942360160508,nll_gcc_eq_3,nll_uniy_1
8788,8788,cjii2,62,1,4,0,57.3305783363441,46.146979179939954,101.73095610247007,nll_unix_0,nll_uniy_0
8789,8789,cjii2,62,1,4,1,49.99889102252782,46.146979179939954,101.73095610247007,nll_unix_0,nll_uniy_0
8790,8790,cjii2,62,1,4,0,42.21621974230085,43.46691144077282,96.37082062413583,nll_unix_1,nll_uniy_0
8791,8791,cjii2,62,1,4,1,49.99544527584489,43.46691144077282,96.37082062413583,nll_unix_1,nll_uniy_0
8792,8792,cjii2,62,1,4,0,57.05378763087479,42.49001781705982,94.41703337670984,nll_uniy_0,nll_uniy_0
8793,8793,cjii2,62,1,4,1,49.99868350514694,42.49001781705982,94.41703337670984,nll_uniy_0,nll_uniy_0
8794,8794,cjii2,62,1,4,0,42.836772480584905,47.174747815105285,103.78649337280076,nll_uniy_1,nll_uniy_0
8795,8795,cjii2,62,1,4,1,49.99894173791198,47.174747815105285,103.78649337280076,nll_uniy_1,nll_uniy_0
8796,8796,cjii2,62,1,4,0,-0.5202892169031934,42.03944471744636,98.234386048778,nll_glc_0,nll_uniy_0
8797,8797,cjii2,62,1,4,1,-23.73475727766314,42.03944471744636,98.234386048778,nll_glc_0,nll_uniy_0
8798,8798,cjii2,62,1,4,2,49.97295100457667,42.03944471744636,98.234386048778,nll_glc_0,nll_uniy_0
8799,8799,cjii2,62,1,4,0,0.9999929326973396,43.476580403545114,101.10865742097549,nll_glc_1,nll_uniy_0
8800,8800,cjii2,62,1,4,1,-42.61618078421322,43.476580403545114,101.10865742097549,nll_glc_1,nll_uniy_0
8801,8801,cjii2,62,1,4,2,49.98942282912118,43.476580403545114,101.10865742097549,nll_glc_1,nll_uniy_0
8802,8802,cjii2,62,1,4,0,99.6028338834626,42.591898732692506,99.3392940792703,nll_gcc_eq_0,nll_uniy_0
8803,8803,cjii2,62,1,4,1,78.37057313554553,42.591898732692506,99.3392940792703,nll_gcc_eq_0,nll_uniy_0
8804,8804,cjii2,62,1,4,2,49.99911495496409,42.591898732692506,99.3392940792703,nll_gcc_eq_0,nll_uniy_0
8805,8805,cjii2,62,1,4,0,99.84575722987137,42.59025182746113,99.33600026880754,nll_gcc_eq_1,nll_uniy_0
8806,8806,cjii2,62,1,4,1,77.63867952666018,42.59025182746113,99.33600026880754,nll_gcc_eq_1,nll_uniy_0
8807,8807,cjii2,62,1,4,2,49.980569907299035,42.59025182746113,99.33600026880754,nll_gcc_eq_1,nll_uniy_0
8808,8808,cjii2,62,1,4,0,5.049617416199169,40.57436393329407,95.30422448047344,nll_gcc_eq_2,nll_uniy_0
8809,8809,cjii2,62,1,4,1,82.330491910337,40.57436393329407,95.30422448047344,nll_gcc_eq_2,nll_uniy_0
8810,8810,cjii2,62,1,4,2,49.98880211578685,40.57436393329407,95.30422448047344,nll_gcc_eq_2,nll_uniy_0
8811,8811,cjii2,62,1,4,0,99.61067313948698,42.596594287346214,99.34868518857773,nll_gcc_eq_3,nll_uniy_0
8812,8812,cjii2,62,1,4,1,77.38927038030825,42.596594287346214,99.34868518857773,nll_gcc_eq_3,nll_uniy_0
8813,8813,cjii2,62,1,4,2,49.960212257625415,42.596594287346214,99.34868518857773,nll_gcc_eq_3,nll_uniy_0
8814,8814,cjii2,62,1,5,0,52.74666412478328,46.1475136600037,101.7320250625976,nll_unix_0,nll_unix_1
8815,8815,cjii2,62,1,5,1,49.99674195062686,46.1475136600037,101.7320250625976,nll_unix_0,nll_unix_1
8816,8816,cjii2,62,1,5,0,46.95960426153557,44.12889099129794,97.69477972518608,nll_unix_1,nll_unix_1
8817,8817,cjii2,62,1,5,1,49.99771841270458,44.12889099129794,97.69477972518608,nll_unix_1,nll_unix_1
8818,8818,cjii2,62,1,5,0,52.61209795663542,45.827920032175754,101.09283780694169,nll_uniy_0,nll_unix_1
8819,8819,cjii2,62,1,5,1,49.99906822489639,45.827920032175754,101.09283780694169,nll_uniy_0,nll_unix_1
8820,8820,cjii2,62,1,5,0,46.9614698011786,44.46483594971786,98.36666964202591,nll_uniy_1,nll_unix_1
8821,8821,cjii2,62,1,5,1,49.99590284738954,44.46483594971786,98.36666964202591,nll_uniy_1,nll_unix_1
8822,8822,cjii2,62,1,5,0,-0.9999328936398952,44.136714704038155,102.42892602196159,nll_glc_0,nll_unix_1
8823,8823,cjii2,62,1,5,1,46.97723540137555,44.136714704038155,102.42892602196159,nll_glc_0,nll_unix_1
8824,8824,cjii2,62,1,5,2,49.99288632139211,44.136714704038155,102.42892602196159,nll_glc_0,nll_unix_1
8825,8825,cjii2,62,1,5,0,0.7984219850376322,43.929061433709094,102.01361948130345,nll_glc_1,nll_unix_1
8826,8826,cjii2,62,1,5,1,-66.63493272961131,43.929061433709094,102.01361948130345,nll_glc_1,nll_unix_1
8827,8827,cjii2,62,1,5,2,49.99388130844571,43.929061433709094,102.01361948130345,nll_glc_1,nll_unix_1
8828,8828,cjii2,62,1,5,0,85.31835756535786,43.84707498251422,101.84964657891372,nll_gcc_eq_0,nll_unix_1
8829,8829,cjii2,62,1,5,1,85.14970237998327,43.84707498251422,101.84964657891372,nll_gcc_eq_0,nll_unix_1
8830,8830,cjii2,62,1,5,2,49.99919566704553,43.84707498251422,101.84964657891372,nll_gcc_eq_0,nll_unix_1
8831,8831,cjii2,62,1,5,0,85.16858146798295,43.84988226790739,101.85526114970007,nll_gcc_eq_1,nll_unix_1
8832,8832,cjii2,62,1,5,1,84.77183696850136,43.84988226790739,101.85526114970007,nll_gcc_eq_1,nll_unix_1
8833,8833,cjii2,62,1,5,2,49.983565971406314,43.84988226790739,101.85526114970007,nll_gcc_eq_1,nll_unix_1
8834,8834,cjii2,62,1,5,0,27.835789443904947,44.0337470803772,102.2229907746397,nll_gcc_eq_2,nll_unix_1
8835,8835,cjii2,62,1,5,1,98.9659806039398,44.0337470803772,102.2229907746397,nll_gcc_eq_2,nll_unix_1
8836,8836,cjii2,62,1,5,2,49.9931030008847,44.0337470803772,102.2229907746397,nll_gcc_eq_2,nll_unix_1
8837,8837,cjii2,62,1,5,0,86.23831460851324,43.847065624303845,101.84962786249297,nll_gcc_eq_3,nll_unix_1
8838,8838,cjii2,62,1,5,1,84.63041186202905,43.847065624303845,101.84962786249297,nll_gcc_eq_3,nll_unix_1
8839,8839,cjii2,62,1,5,2,49.99999589693746,43.847065624303845,101.84962786249297,nll_gcc_eq_3,nll_unix_1
8840,8840,cjii2,64,0,1,0,36.91365558091045,43.07999538352362,95.59698850963743,nll_unix_0,nll_uniy_1
8841,8841,cjii2,64,0,1,1,49.99994754070313,43.07999538352362,95.59698850963743,nll_unix_0,nll_uniy_1
8842,8842,cjii2,64,0,1,0,62.70484303582757,45.02739320157636,99.49178414574293,nll_unix_1,nll_uniy_1
8843,8843,cjii2,64,0,1,1,49.99531848466019,45.02739320157636,99.49178414574293,nll_unix_1,nll_uniy_1
8844,8844,cjii2,64,0,1,0,37.31865947400249,47.52944836038505,104.49589446336029,nll_uniy_0,nll_uniy_1
8845,8845,cjii2,64,0,1,1,49.99671461299066,47.52944836038505,104.49589446336029,nll_uniy_0,nll_uniy_1
8846,8846,cjii2,64,0,1,0,62.26736246323253,40.76841121519056,90.9738201729713,nll_uniy_1,nll_uniy_1
8847,8847,cjii2,64,0,1,1,49.99863973371069,40.76841121519056,90.9738201729713,nll_uniy_1,nll_uniy_1
8848,8848,cjii2,64,0,1,0,0.9999914352972166,43.10638265295332,100.36826191979193,nll_glc_0,nll_uniy_1
8849,8849,cjii2,64,0,1,1,-38.16274749810183,43.10638265295332,100.36826191979193,nll_glc_0,nll_uniy_1
8850,8850,cjii2,64,0,1,2,49.97030101048774,43.10638265295332,100.36826191979193,nll_glc_0,nll_uniy_1
8851,8851,cjii2,64,0,1,0,-0.2925716195920753,40.613104585830605,95.38170578554649,nll_glc_1,nll_uniy_1
8852,8852,cjii2,64,0,1,1,-45.45616532594449,40.613104585830605,95.38170578554649,nll_glc_1,nll_uniy_1
8853,8853,cjii2,64,0,1,2,49.996253152501666,40.613104585830605,95.38170578554649,nll_glc_1,nll_uniy_1
8854,8854,cjii2,64,0,1,0,52.958973348914576,42.86120644494338,99.87790950377207,nll_gcc_eq_0,nll_uniy_1
